sample,rep,base name,spectrum #,spectrum_id,treatment,cover type,species,site,notes
106,3,OK_SPEC,353,OK_SPEC00353,wet,bare,bare,IC2,
106,4,OK_SPEC,354,OK_SPEC00354,wet,bare,bare,IC2,
106,5,OK_SPEC,355,OK_SPEC00355,wet,bare,bare,IC2,
107,1,OK_SPEC,356,OK_SPEC00356,dry,bare,bare,IC2,
107,2,OK_SPEC,357,OK_SPEC00357,dry,bare,bare,IC2,
107,3,OK_SPEC,358,OK_SPEC00358,dry,bare,bare,IC2,
107,4,OK_SPEC,359,OK_SPEC00359,dry,bare,bare,IC2,
107,5,OK_SPEC,360,OK_SPEC00360,dry,bare,bare,IC2,
107,1,OK_SPEC,361,OK_SPEC00361,wet,bare,bare,IC2,
107,2,OK_SPEC,362,OK_SPEC00362,wet,bare,bare,IC2,
107,3,OK_SPEC,363,OK_SPEC00363,wet,bare,bare,IC2,
107,4,OK_SPEC,364,OK_SPEC00364,wet,bare,bare,IC2,
107,5,OK_SPEC,365,OK_SPEC00365,wet,bare,bare,IC2,
108,1,OK_SPEC,366,OK_SPEC00366,dry,lcy,lcy,IC2,
108,2,OK_SPEC,367,OK_SPEC00367,dry,lcy,lcy,IC2,
108,3,OK_SPEC,368,OK_SPEC00368,dry,lcy,lcy,IC2,
108,4,OK_SPEC,369,OK_SPEC00369,dry,lcy,lcy,IC2,
108,5,OK_SPEC,370,OK_SPEC00370,dry,lcy,lcy,IC2,
108,1,OK_SPEC,371,OK_SPEC00371,wet,lcy,lcy,IC2,
108,2,OK_SPEC,372,OK_SPEC00372,wet,lcy,lcy,IC2,
108,3,OK_SPEC,373,OK_SPEC00373,wet,lcy,lcy,IC2,
108,4,OK_SPEC,374,OK_SPEC00374,wet,lcy,lcy,IC2,
108,5,OK_SPEC,375,OK_SPEC00375,wet,lcy,lcy,IC2,
109,1,OK_SPEC,376,OK_SPEC00376,dry,moss,Syntrichia caninervis,IC2,
109,2,OK_SPEC,377,OK_SPEC00377,dry,moss,Syntrichia caninervis,IC2,
109,3,OK_SPEC,378,OK_SPEC00378,dry,moss,Syntrichia caninervis,IC2,
109,4,OK_SPEC,379,OK_SPEC00379,dry,moss,Syntrichia caninervis,IC2,
109,5,OK_SPEC,380,OK_SPEC00380,dry,moss,Syntrichia caninervis,IC2,
109,1,OK_SPEC,381,OK_SPEC00381,wet,moss,Syntrichia caninervis,IC2,
109,2,OK_SPEC,382,OK_SPEC00382,wet,moss,Syntrichia caninervis,IC2,
109,3,OK_SPEC,383,OK_SPEC00383,wet,moss,Syntrichia caninervis,IC2,
109,4,OK_SPEC,384,OK_SPEC00384,wet,moss,Syntrichia caninervis,IC2,
109,5,OK_SPEC,385,OK_SPEC00385,wet,moss,Syntrichia caninervis,IC2,
110,1,OK_SPEC,386,OK_SPEC00386,dry,bare,bare,IC2,
110,2,OK_SPEC,387,OK_SPEC00387,dry,bare,bare,IC2,
110,3,OK_SPEC,388,OK_SPEC00388,dry,bare,bare,IC2,
110,4,OK_SPEC,389,OK_SPEC00389,dry,bare,bare,IC2,
110,5,OK_SPEC,390,OK_SPEC00390,dry,bare,bare,IC2,
110,1,OK_SPEC,391,OK_SPEC00391,wet,bare,bare,IC2,
110,2,OK_SPEC,392,OK_SPEC00392,wet,bare,bare,IC2,
110,3,OK_SPEC,393,OK_SPEC00393,wet,bare,bare,IC2,
110,4,OK_SPEC,394,OK_SPEC00394,wet,bare,bare,IC2,
110,5,OK_SPEC,395,OK_SPEC00395,wet,bare,bare,IC2,
111,1,OK_SPEC,396,OK_SPEC00396,dry,lcy,lcy,IC2,
111,2,OK_SPEC,397,OK_SPEC00397,dry,lcy,lcy,IC2,
111,3,OK_SPEC,398,OK_SPEC00398,dry,lcy,lcy,IC2,
111,4,OK_SPEC,399,OK_SPEC00399,dry,lcy,lcy,IC2,
111,5,OK_SPEC,400,OK_SPEC00400,dry,lcy,lcy,IC2,
111,1,OK_SPEC,401,OK_SPEC00401,wet,lcy,lcy,IC2,
111,2,OK_SPEC,402,OK_SPEC00402,wet,lcy,lcy,IC2,
111,3,OK_SPEC,403,OK_SPEC00403,wet,lcy,lcy,IC2,
111,4,OK_SPEC,404,OK_SPEC00404,wet,lcy,lcy,IC2,
111,5,OK_SPEC,405,OK_SPEC00405,wet,lcy,lcy,IC2,
112,1,OK_SPEC,406,OK_SPEC00406,dry,moss,Syntrichia caninervis,IC2,
112,2,OK_SPEC,407,OK_SPEC00407,dry,moss,Syntrichia caninervis,IC2,
112,3,OK_SPEC,408,OK_SPEC00408,dry,moss,Syntrichia caninervis,IC2,
112,4,OK_SPEC,409,OK_SPEC00409,dry,moss,Syntrichia caninervis,IC2,
112,5,OK_SPEC,410,OK_SPEC00410,dry,moss,Syntrichia caninervis,IC2,
112,1,OK_SPEC,411,OK_SPEC00411,wet,moss,Syntrichia caninervis,IC2,
112,2,OK_SPEC,412,OK_SPEC00412,wet,moss,Syntrichia caninervis,IC2,
112,3,OK_SPEC,413,OK_SPEC00413,wet,moss,Syntrichia caninervis,IC2,
112,4,OK_SPEC,414,OK_SPEC00414,wet,moss,Syntrichia caninervis,IC2,
112,5,OK_SPEC,415,OK_SPEC00415,wet,moss,Syntrichia caninervis,IC2,
113,1,OK_SPEC,416,OK_SPEC00416,dry,bare,bare,IC2,
113,2,OK_SPEC,417,OK_SPEC00417,dry,bare,bare,IC2,
113,3,OK_SPEC,418,OK_SPEC00418,dry,bare,bare,IC2,
113,4,OK_SPEC,419,OK_SPEC00419,dry,bare,bare,IC2,
113,5,OK_SPEC,420,OK_SPEC00420,dry,bare,bare,IC2,
113,1,OK_SPEC,421,OK_SPEC00421,wet,bare,bare,IC2,
113,2,OK_SPEC,422,OK_SPEC00422,wet,bare,bare,IC2,
113,3,OK_SPEC,423,OK_SPEC00423,wet,bare,bare,IC2,
113,4,OK_SPEC,424,OK_SPEC00424,wet,bare,bare,IC2,
113,5,OK_SPEC,425,OK_SPEC00425,wet,bare,bare,IC2,
114,1,OK_SPEC,426,OK_SPEC00426,dry,lcy,lcy,IC2,
114,2,OK_SPEC,427,OK_SPEC00427,dry,lcy,lcy,IC2,
114,3,OK_SPEC,428,OK_SPEC00428,dry,lcy,lcy,IC2,
114,4,OK_SPEC,429,OK_SPEC00429,dry,lcy,lcy,IC2,
114,5,OK_SPEC,430,OK_SPEC00430,dry,lcy,lcy,IC2,
114,1,OK_SPEC,431,OK_SPEC00431,wet,lcy,lcy,IC2,
114,2,OK_SPEC,432,OK_SPEC00432,wet,lcy,lcy,IC2,
114,3,OK_SPEC,433,OK_SPEC00433,wet,lcy,lcy,IC2,
114,4,OK_SPEC,434,OK_SPEC00434,wet,lcy,lcy,IC2,
114,5,OK_SPEC,435,OK_SPEC00435,wet,lcy,lcy,IC2,
115,1,OK_SPEC,436,OK_SPEC00436,dry,moss,Syntrichia caninervis,IC2,
115,2,OK_SPEC,437,OK_SPEC00437,dry,moss,Syntrichia caninervis,IC2,
115,3,OK_SPEC,438,OK_SPEC00438,dry,moss,Syntrichia caninervis,IC2,
115,4,OK_SPEC,439,OK_SPEC00439,dry,moss,Syntrichia caninervis,IC2,
115,5,OK_SPEC,440,OK_SPEC00440,dry,moss,Syntrichia caninervis,IC2,
115,1,OK_SPEC,441,OK_SPEC00441,wet,moss,Syntrichia caninervis,IC2,
115,2,OK_SPEC,442,OK_SPEC00442,wet,moss,Syntrichia caninervis,IC2,
115,3,OK_SPEC,443,OK_SPEC00443,wet,moss,Syntrichia caninervis,IC2,
115,4,OK_SPEC,444,OK_SPEC00444,wet,moss,Syntrichia caninervis,IC2,
115,5,OK_SPEC,445,OK_SPEC00445,wet,bare,bare,IC2,
116,1,OK_SPEC,446,OK_SPEC00446,dry,bare,bare,IC2,
116,2,OK_SPEC,447,OK_SPEC00447,dry,bare,bare,IC2,
116,3,OK_SPEC,448,OK_SPEC00448,dry,bare,bare,IC2,
116,4,OK_SPEC,449,OK_SPEC00449,dry,bare,bare,IC2,
116,5,OK_SPEC,450,OK_SPEC00450,dry,bare,bare,IC2,
116,1,OK_SPEC,451,OK_SPEC00451,wet,bare,bare,IC2,
116,2,OK_SPEC,452,OK_SPEC00452,wet,bare,bare,IC2,
116,3,OK_SPEC,453,OK_SPEC00453,wet,bare,bare,IC2,
116,4,OK_SPEC,454,OK_SPEC00454,wet,bare,bare,IC2,
116,5,OK_SPEC,455,OK_SPEC00455,wet,bare,bare,IC2,
117,1,OK_SPEC,456,OK_SPEC00456,dry,lcy,lcy,IC2,
117,2,OK_SPEC,457,OK_SPEC00457,dry,lcy,lcy,IC2,
117,3,OK_SPEC,458,OK_SPEC00458,dry,lcy,lcy,IC2,
117,4,OK_SPEC,459,OK_SPEC00459,dry,lcy,lcy,IC2,
117,5,OK_SPEC,460,OK_SPEC00460,dry,lcy,lcy,IC2,
117,1,OK_SPEC,461,OK_SPEC00461,wet,lcy,lcy,IC2,
117,2,OK_SPEC,462,OK_SPEC00462,wet,lcy,lcy,IC2,
117,3,OK_SPEC,463,OK_SPEC00463,wet,lcy,lcy,IC2,
117,4,OK_SPEC,464,OK_SPEC00464,wet,lcy,lcy,IC2,
117,5,OK_SPEC,465,OK_SPEC00465,wet,lcy,lcy,IC2,
118,1,OK_SPEC,466,OK_SPEC00466,dry,moss,Syntrichia caninervis,IC2,
118,2,OK_SPEC,467,OK_SPEC00467,dry,moss,Syntrichia caninervis,IC2,
118,3,OK_SPEC,468,OK_SPEC00468,dry,moss,Syntrichia caninervis,IC2,
118,4,OK_SPEC,469,OK_SPEC00469,dry,moss,Syntrichia caninervis,IC2,
118,5,OK_SPEC,470,OK_SPEC00470,dry,moss,Syntrichia caninervis,IC2,
118,1,OK_SPEC,471,OK_SPEC00471,wet,moss,Syntrichia caninervis,IC2,waited a bit longer after wetting
118,2,OK_SPEC,472,OK_SPEC00472,wet,moss,Syntrichia caninervis,IC2,
118,3,OK_SPEC,473,OK_SPEC00473,wet,moss,Syntrichia caninervis,IC2,
118,4,OK_SPEC,474,OK_SPEC00474,wet,moss,Syntrichia caninervis,IC2,
118,5,OK_SPEC,475,OK_SPEC00475,wet,moss,Syntrichia caninervis,IC2,
119,1,OK_SPEC,476,OK_SPEC00476,dry,bare,bare,IC2,
119,2,OK_SPEC,477,OK_SPEC00477,dry,bare,bare,IC2,
119,3,OK_SPEC,478,OK_SPEC00478,dry,bare,bare,IC2,
119,4,OK_SPEC,479,OK_SPEC00479,dry,bare,bare,IC2,
119,5,OK_SPEC,480,OK_SPEC00480,dry,bare,bare,IC2,
119,1,OK_SPEC,481,OK_SPEC00481,wet,bare,bare,IC2,
119,2,OK_SPEC,482,OK_SPEC00482,wet,bare,bare,IC2,
119,3,OK_SPEC,483,OK_SPEC00483,wet,bare,bare,IC2,
119,4,OK_SPEC,484,OK_SPEC00484,wet,bare,bare,IC2,
119,5,OK_SPEC,485,OK_SPEC00485,wet,bare,bare,IC2,
120,1,OK_SPEC,486,OK_SPEC00486,dry,lcy,lcy,IC2,
120,2,OK_SPEC,487,OK_SPEC00487,dry,lcy,lcy,IC2,
120,3,OK_SPEC,488,OK_SPEC00488,dry,lcy,lcy,IC2,
120,4,OK_SPEC,489,OK_SPEC00489,dry,lcy,lcy,IC2,
120,5,OK_SPEC,490,OK_SPEC00490,dry,lcy,lcy,IC2,
120,1,OK_SPEC,491,OK_SPEC00491,wet,lcy,lcy,IC2,
120,2,OK_SPEC,492,OK_SPEC00492,wet,lcy,lcy,IC2,
120,3,OK_SPEC,493,OK_SPEC00493,wet,lcy,lcy,IC2,
120,4,OK_SPEC,494,OK_SPEC00494,wet,lcy,lcy,IC2,
120,5,OK_SPEC,495,OK_SPEC00495,wet,lcy,lcy,IC2,
121,1,OK_SPEC,496,OK_SPEC00496,dry,moss,Syntrichia caninervis,IC2,
121,2,OK_SPEC,497,OK_SPEC00497,dry,moss,Syntrichia caninervis,IC2,
121,3,OK_SPEC,498,OK_SPEC00498,dry,moss,Syntrichia caninervis,IC2,
121,4,OK_SPEC,499,OK_SPEC00499,dry,moss,Syntrichia caninervis,IC2,
121,5,OK_SPEC,500,OK_SPEC00500,dry,moss,Syntrichia caninervis,IC2,
121,1,OK_SPEC,501,OK_SPEC00501,wet,moss,Syntrichia caninervis,IC2,
121,2,OK_SPEC,502,OK_SPEC00502,wet,moss,Syntrichia caninervis,IC2,
121,3,OK_SPEC,503,OK_SPEC00503,wet,moss,Syntrichia caninervis,IC2,
121,4,OK_SPEC,504,OK_SPEC00504,wet,moss,Syntrichia caninervis,IC2,
121,5,OK_SPEC,505,OK_SPEC00505,wet,moss,Syntrichia caninervis,IC2,
122,1,OK_SPEC,506,OK_SPEC00506,dry,bare,bare,IC2,"odd looking sample, refer to photo"
122,2,OK_SPEC,507,OK_SPEC00507,dry,bare,bare,IC2,"odd looking sample, refer to photo"
122,3,OK_SPEC,508,OK_SPEC00508,dry,bare,bare,IC2,"odd looking sample, refer to photo"
122,4,OK_SPEC,509,OK_SPEC00509,dry,bare,bare,IC2,"odd looking sample, refer to photo"
122,5,OK_SPEC,510,OK_SPEC00510,dry,bare,bare,IC2,"odd looking sample, refer to photo"
122,1,OK_SPEC,511,OK_SPEC00511,wet,bare,bare,IC2,"odd looking sample, refer to photo"
122,2,OK_SPEC,512,OK_SPEC00512,wet,bare,bare,IC2,"odd looking sample, refer to photo"
122,3,OK_SPEC,513,OK_SPEC00513,wet,bare,bare,IC2,"odd looking sample, refer to photo"
122,4,OK_SPEC,514,OK_SPEC00514,wet,bare,bare,IC2,"odd looking sample, refer to photo"
122,5,OK_SPEC,515,OK_SPEC00515,wet,bare,bare,IC2,"odd looking sample, refer to photo"
123,1,OK_SPEC,516,OK_SPEC00516,dry,lcy,lcy,IC2,
123,2,OK_SPEC,517,OK_SPEC00517,dry,lcy,lcy,IC2,
123,3,OK_SPEC,518,OK_SPEC00518,dry,lcy,lcy,IC2,
123,4,OK_SPEC,519,OK_SPEC00519,dry,lcy,lcy,IC2,
123,5,OK_SPEC,520,OK_SPEC00520,dry,lcy,lcy,IC2,
123,1,OK_SPEC,521,OK_SPEC00521,wet,lcy,lcy,IC2,
123,2,OK_SPEC,522,OK_SPEC00522,wet,lcy,lcy,IC2,
123,3,OK_SPEC,523,OK_SPEC00523,wet,lcy,lcy,IC2,
123,4,OK_SPEC,524,OK_SPEC00524,wet,lcy,lcy,IC2,
123,5,OK_SPEC,525,OK_SPEC00525,wet,lcy,lcy,IC2,
124,1,OK_SPEC,526,OK_SPEC00526,dry,moss,Syntrichia caninervis,IC2,
124,2,OK_SPEC,527,OK_SPEC00527,dry,moss,Syntrichia caninervis,IC2,
124,3,OK_SPEC,528,OK_SPEC00528,dry,moss,Syntrichia caninervis,IC2,
124,4,OK_SPEC,529,OK_SPEC00529,dry,moss,Syntrichia caninervis,IC2,
124,5,OK_SPEC,530,OK_SPEC00530,dry,moss,Syntrichia caninervis,IC2,
124,1,OK_SPEC,531,OK_SPEC00531,wet,moss,Syntrichia caninervis,IC2,
124,2,OK_SPEC,532,OK_SPEC00532,wet,moss,Syntrichia caninervis,IC2,
124,3,OK_SPEC,533,OK_SPEC00533,wet,moss,Syntrichia caninervis,IC2,
124,4,OK_SPEC,534,OK_SPEC00534,wet,moss,Syntrichia caninervis,IC2,
124,5,OK_SPEC,535,OK_SPEC00535,wet,moss,Syntrichia caninervis,IC2,
125,1,OK_SPEC,536,OK_SPEC00536,dry,dcy,dcy,IC2,
125,2,OK_SPEC,537,OK_SPEC00537,dry,dcy,dcy,IC2,
125,3,OK_SPEC,538,OK_SPEC00538,dry,dcy,dcy,IC2,
125,4,OK_SPEC,539,OK_SPEC00539,dry,dcy,dcy,IC2,
125,5,OK_SPEC,540,OK_SPEC00540,dry,dcy,dcy,IC2,
125,1,OK_SPEC,541,OK_SPEC00541,wet,dcy,dcy,IC2,
125,2,OK_SPEC,542,OK_SPEC00542,wet,dcy,dcy,IC2,
125,3,OK_SPEC,543,OK_SPEC00543,wet,dcy,dcy,IC2,
125,4,OK_SPEC,544,OK_SPEC00544,wet,dcy,dcy,IC2,
125,5,OK_SPEC,545,OK_SPEC00545,wet,dcy,dcy,IC2,
126,1,OK_SPEC,546,OK_SPEC00546,dry,dcy,dcy,IC2,
126,2,OK_SPEC,547,OK_SPEC00547,dry,dcy,dcy,IC2,
126,3,OK_SPEC,548,OK_SPEC00548,dry,dcy,dcy,IC2,
126,4,OK_SPEC,549,OK_SPEC00549,dry,dcy,dcy,IC2,
126,5,OK_SPEC,550,OK_SPEC00550,dry,dcy,dcy,IC2,
126,1,OK_SPEC,552,OK_SPEC00552,wet,dcy,dcy,IC2,
126,2,OK_SPEC,553,OK_SPEC00553,wet,dcy,dcy,IC2,
126,3,OK_SPEC,554,OK_SPEC00554,wet,dcy,dcy,IC2,
126,4,OK_SPEC,555,OK_SPEC00555,wet,dcy,dcy,IC2,
126,5,OK_SPEC,556,OK_SPEC00556,wet,dcy,dcy,IC2,
105,1,OK_SPEC,557,OK_SPEC00557,dry,moss,Syntrichia caninervis,IC2,
105,2,OK_SPEC,558,OK_SPEC00558,dry,moss,Syntrichia caninervis,IC2,
105,3,OK_SPEC,559,OK_SPEC00559,dry,moss,Syntrichia caninervis,IC2,
105,4,OK_SPEC,560,OK_SPEC00560,dry,moss,Syntrichia caninervis,IC2,
105,5,OK_SPEC,561,OK_SPEC00561,dry,moss,Syntrichia caninervis,IC2,
105,1,OK_SPEC,562,OK_SPEC00562,wet,moss,Syntrichia caninervis,IC2,
105,2,OK_SPEC,563,OK_SPEC00563,wet,moss,Syntrichia caninervis,IC2,
105,3,OK_SPEC,564,OK_SPEC00564,wet,moss,Syntrichia caninervis,IC2,
105,4,OK_SPEC,565,OK_SPEC00565,wet,moss,Syntrichia caninervis,IC2,
105,5,OK_SPEC,566,OK_SPEC00566,wet,moss,Syntrichia caninervis,IC2,
127,1,OK_SPEC,567,OK_SPEC00567,dry,dcy,dcy,IC2,
127,2,OK_SPEC,568,OK_SPEC00568,dry,dcy,dcy,IC2,
